shipment_id,donor_hospital,donor_lat,donor_lng,organ_type,export_time,recipient_hospital,recipient_lat,recipient_lng,transport_type
476,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-14 00:24:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
477,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-13 10:37:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
478,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-13 16:20:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
479,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Heart,2026-02-13 04:37:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
480,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-14 02:26:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
481,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-14 09:40:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
482,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-13 09:51:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,helicopter
483,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-12 21:40:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
484,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-12 17:52:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
485,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 05:30:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
486,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Liver,2026-02-13 23:26:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
487,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-12 18:48:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
488,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Lung,2026-02-13 20:50:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
489,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Heart,2026-02-12 11:54:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
490,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 21:20:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
491,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-13 06:30:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
492,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-13 15:54:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
493,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 23:59:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
494,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-13 13:58:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
495,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-13 22:43:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
496,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-12 21:59:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
497,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-13 00:23:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
498,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-14 00:58:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
499,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-13 03:17:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
500,Singapore General Hospital (Singapore),1.278,103.834,Liver,2026-02-13 21:34:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
501,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Heart,2026-02-13 19:58:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
502,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-14 01:57:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
503,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-12 19:46:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
504,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-13 15:55:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
505,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-12 20:47:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
506,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-13 11:11:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
507,Singapore General Hospital (Singapore),1.278,103.834,Heart,2026-02-13 09:06:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
508,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-12 15:48:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
509,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-12 19:50:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
510,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-14 07:07:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
511,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-12 15:21:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
512,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Heart,2026-02-13 12:36:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
513,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Lung,2026-02-13 15:55:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
514,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 01:29:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
515,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-14 03:14:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
516,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-13 04:39:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
517,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-13 14:30:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,ambulance
518,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-14 02:33:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
519,"West China Hospital (Chengdu, China)",30.65,104.0656,Heart,2026-02-12 13:13:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
520,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-12 13:50:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
521,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-12 19:53:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
522,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-12 21:54:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
523,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Lung,2026-02-14 03:53:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
524,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Liver,2026-02-13 03:57:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
525,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 03:13:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
526,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-12 14:01:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
527,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-13 06:47:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
528,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-12 13:01:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
529,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 08:08:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
530,"West China Hospital (Chengdu, China)",30.65,104.0656,Kidney,2026-02-13 04:26:46,Singapore General Hospital (Singapore),1.278,103.834,flight
531,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-13 23:48:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
532,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 13:49:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
533,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-13 08:06:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
534,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-14 01:30:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
535,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 07:37:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
536,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-14 07:12:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
537,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-13 08:42:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,helicopter
538,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Liver,2026-02-13 15:27:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
539,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 16:44:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
540,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-13 02:07:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
541,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 16:09:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
542,"West China Hospital (Chengdu, China)",30.65,104.0656,Heart,2026-02-13 10:53:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
543,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-14 09:54:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
544,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Liver,2026-02-14 08:16:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
545,Singapore General Hospital (Singapore),1.278,103.834,Liver,2026-02-13 06:00:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
546,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-13 04:58:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
547,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-13 04:18:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
548,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-14 00:53:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
549,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-12 23:32:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
550,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 00:34:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
551,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-12 20:10:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
552,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-13 22:02:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
553,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-13 23:09:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,helicopter
554,Singapore General Hospital (Singapore),1.278,103.834,Lung,2026-02-14 09:19:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
555,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 16:17:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,ambulance
556,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-13 22:54:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
557,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-14 05:34:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
558,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-12 19:02:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
559,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 05:17:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
560,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Kidney,2026-02-12 21:50:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
561,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-14 01:25:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
562,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-13 11:33:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
563,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-13 08:12:46,Singapore General Hospital (Singapore),1.278,103.834,flight
564,Singapore General Hospital (Singapore),1.278,103.834,Lung,2026-02-12 22:58:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
565,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 09:33:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
566,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-13 09:04:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
567,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-13 06:20:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
568,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 15:45:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
569,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-12 19:34:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
570,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-13 18:38:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
571,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-12 20:49:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
572,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-12 23:14:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
573,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-12 12:33:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
574,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-13 15:29:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,ambulance
575,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-13 14:45:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
576,Singapore General Hospital (Singapore),1.278,103.834,Liver,2026-02-12 11:30:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
577,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 11:58:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
578,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-12 19:23:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
579,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-13 01:44:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
580,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-12 17:06:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,ambulance
581,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-14 05:00:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
582,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Heart,2026-02-14 03:33:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
583,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-13 19:20:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
584,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Liver,2026-02-12 23:32:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
585,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-14 06:17:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
586,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 20:41:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
587,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Liver,2026-02-13 04:30:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
588,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 19:20:46,Singapore General Hospital (Singapore),1.278,103.834,flight
589,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-12 21:08:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
590,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-14 10:35:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
591,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-13 10:27:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
592,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Heart,2026-02-14 02:51:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
593,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-12 23:15:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
594,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 05:55:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
595,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 13:41:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
596,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 08:02:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
597,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 11:27:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
598,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Liver,2026-02-13 07:05:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,helicopter
599,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-13 09:08:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,ambulance
600,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-14 03:21:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
601,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-12 16:39:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
602,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-12 22:10:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
603,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-13 03:21:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
604,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 05:04:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
605,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-12 11:55:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
606,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 13:27:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
607,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 15:25:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
608,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-14 05:28:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
609,Singapore General Hospital (Singapore),1.278,103.834,Lung,2026-02-12 22:48:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
610,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Liver,2026-02-13 17:09:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
611,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-12 15:52:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
612,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Heart,2026-02-13 15:59:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
613,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-13 10:31:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
614,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-13 21:41:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
615,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-14 00:58:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
616,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-13 17:25:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
617,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Liver,2026-02-12 19:57:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
618,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 05:43:46,Singapore General Hospital (Singapore),1.278,103.834,flight
619,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-12 14:18:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
620,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-12 17:22:46,Singapore General Hospital (Singapore),1.278,103.834,flight
621,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-12 22:37:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,flight
622,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-12 12:58:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,helicopter
623,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 14:13:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
624,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-13 03:13:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
625,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Heart,2026-02-13 05:04:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
626,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-13 06:12:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
627,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Heart,2026-02-12 16:13:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
628,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-14 01:24:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
629,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Liver,2026-02-14 02:14:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
630,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 19:24:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
631,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 04:00:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
632,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-13 01:45:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
633,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 20:00:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
634,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-12 13:20:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
